cve_ent,nom_ent,cve_mun,nom_mun,cvegeo,cve_ageb,pobreza,pobreza_ext
9,Ciudad de México,9007,Iztapalapa,090070001038A,038A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001077A,077A,"(18, 34)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001084A,084A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001091A,091A,"(18, 34)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001127A,127A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001134A,134A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001141A,141A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001159A,159A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001166A,166A,"(18, 34)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001198A,198A,"(18, 34)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001209A,209A,"(18, 34)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001216A,216A,"(50, 70)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001255A,255A,"(18, 34)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001262A,262A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001287A,287A,"(50, 70)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001294A,294A,"(50, 70)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001305A,305A,"(18, 34)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001337A,337A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001351A,351A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001369A,369A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001376A,376A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001383A,383A,"(18, 34)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001390A,390A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001401A,401A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001419A,419A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001426A,426A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001433A,433A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001440A,440A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001465A,465A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001472A,472A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001497A,497A,"(18, 34)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001508A,508A,"(50, 70)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001515A,515A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001522A,522A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001547A,547A,"(34, 50)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001554A,554A,"(50, 70)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001561A,561A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001579A,579A,"(50, 70)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001586A,586A,"(0, 18)","(0, 20)"
9,Ciudad de México,9007,Iztapalapa,090070001593A,593A,"(34, 50)","(0, 20)"
9,Ciudad de México,9008,La Magdalena Contreras,090080001018A,018A,"(18, 34)","(0, 20)"
9,Ciudad de México,9008,La Magdalena Contreras,090080001025A,025A,"(0, 18)","(0, 20)"
9,Ciudad de México,9008,La Magdalena Contreras,090080001032A,032A,"(18, 34)","(0, 20)"
